id,claim,label,llama3-1-8B-pred_label,llama3-1-70B-pred_label,llama3-1-405B-pred_label,llama3-1-8B-ev_1,llama3-1-8B-ev_2,llama3-1-8B-ev_3,llama3-1-8B-ev_4,llama3-1-8B-ev_5,llama3-1-70B-ev_1,llama3-1-70B-ev_2,llama3-1-70B-ev_3,llama3-1-70B-ev_4,llama3-1-70B-ev_5,llama3-1-405B-ev_1,llama3-1-405B-ev_2,llama3-1-405B-ev_3,llama3-1-405B-ev_4,llama3-1-405B-ev_5,Predicted Labels Match
AuRED_125,Two residents working for one of the companies contracting with the Saudi Electricity Company were arrested while they were tampering with the reading of electricity meters for some subscribers in exchange for a fee with the aim of reducing the cost of electrical energy consumption,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-1.0) Statement from Authority Account 'nazaha gov sa': 'Case 15: The arrest in flagrante delicto of two residents working for one of the companies contracting with the Saudi Electricity Company while they were tampering with the reading of electricity meters for some subscribers in exchange for a fee with the aim of reducing the cost of electrical energy consumption Nation without corruption' ,(-0.9) Statement from Authority Account 'nazaha gov sa': ' The Control and Anti Corruption Authority initiates a number of criminal cases AHome Without Corruption ' ,,,,(-1.0) Statement from Authority Account 'nazaha gov sa': 'Case 15: The arrest in flagrante delicto of two residents working for one of the companies contracting with the Saudi Electricity Company while they were tampering with the reading of electricity meters for some subscribers in exchange for a fee with the aim of reducing the cost of electrical energy consumption Nation without corruption' ,(0.0) Statement from Authority Account 'nazaha gov sa': ' The Control and Anti Corruption Authority initiates a number of criminal cases AHome Without Corruption ' ,,,,(-1.0) Statement from Authority Account 'nazaha gov sa': 'Case 15: The arrest in flagrante delicto of two residents working for one of the companies contracting with the Saudi Electricity Company while they were tampering with the reading of electricity meters for some subscribers in exchange for a fee with the aim of reducing the cost of electrical energy consumption Nation without corruption' ,(0.0) Statement from Authority Account 'nazaha gov sa': ' The Control and Anti Corruption Authority initiates a number of criminal cases AHome Without Corruption ' ,,,,Yes
AuRED_123,Saudi Arabia cancels all health restrictions on Egyptian pilgrims,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-0.9) Statement from Authority Account 'KSAembassyEG': 'His Excellency the Minister of Hajj and Umrah tfrabiah announces the cancellation of all health restrictions for Egyptian pilgrims under the generous guidance of the Custodian of the Two Holy Mosques - may God protect him - This came during a press conference held today by His Excellency at the headquarters of the KingdomEmbassy in Cairo in the presence of Ambassador OsamaNugali and a number of officials from the Ministry of Hajj and Umrah and the embassy ' ,,,,,(-0.9) Statement from Authority Account 'KSAembassyEG': 'His Excellency the Minister of Hajj and Umrah tfrabiah announces the cancellation of all health restrictions for Egyptian pilgrims under the generous guidance of the Custodian of the Two Holy Mosques - may God protect him - This came during a press conference held today by His Excellency at the headquarters of the KingdomEmbassy in Cairo in the presence of Ambassador OsamaNugali and a number of officials from the Ministry of Hajj and Umrah and the embassy ' ,,,,,(-0.9) Statement from Authority Account 'KSAembassyEG': 'His Excellency the Minister of Hajj and Umrah tfrabiah announces the cancellation of all health restrictions for Egyptian pilgrims under the generous guidance of the Custodian of the Two Holy Mosques - may God protect him - This came during a press conference held today by His Excellency at the headquarters of the KingdomEmbassy in Cairo in the presence of Ambassador OsamaNugali and a number of officials from the Ministry of Hajj and Umrah and the embassy ' ,,,,,Yes
AuRED_112,The Ministry of Health withdraws a counterfeit cancer treatment Lebanon,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-1.0) Statement from Authority Account 'mophleb': ' Ministry of Health: Withdrawal of the counterfeit preparation of METHOTREX 50 MG (METHOTREXATE) cancer-related preparation from the market and action taken against those involved ' ,,,,,(-0.9) Statement from Authority Account 'mophleb': ' Ministry of Health: Withdrawal of the counterfeit preparation of METHOTREX 50 MG (METHOTREXATE) cancer-related preparation from the market and action taken against those involved ' ,,,,,(-0.9) Statement from Authority Account 'mophleb': ' Ministry of Health: Withdrawal of the counterfeit preparation of METHOTREX 50 MG (METHOTREXATE) cancer-related preparation from the market and action taken against those involved ' ,,,,,Yes
AuRED_048,Cadorim: I will provide a first batch of the Chinese vaccine but I need the approval of the Tunisian state,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_047,Do not wear a mask in open places do not wear it while driving in the car and do not wear it while you are healthy except in crowds and if it is necessary to wear it do not wear it for more than 15 minutes Why See the picture,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_049,Abla Al-Kahlawi has passed away Pray for her mercy,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_028,Real Betis made an offer to sign Egyptian goalkeeper Mohamed El-Shenawy from the Egyptian club Al-Ahly,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_031,The United States agrees to sell Kuwait 4 Apache aircraft for 4 billion dollars I swear if you drop loans to the two Kuwaitis 4 planes are better than them They will protect us for example and their price is high Why did you buy them with American pilots or what Loan drop for day 752,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_021,The death of Rabah Saadane the former coach of the Algerian national team We belong to God and to Him we shall return Our deepest condolences to all brothers in our second homeland Algeria,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_023,Good news for Al-Ahly fans BeIN Sports chooses Ahmed Al-Tayeb to commentate on the Al-Ahly and Al-Duhail match at the opening of the Club World Cup,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_016,Egypt does not want to give a vaccine to its citizens The Gulf countries take care of them Saudi Arabia the Sultanate of Oman Qatar refuses their intervention so there is no one other than Kuwait a country of humanity that receives them and feeds them What is the mysterious secret Kuwait treats Egypt with special treatment,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_077,Egyptian Dr Sir (Magdy Yacoub) the greatest heart surgeon in the history of mankind Queen Elizabeth II of England wanted to grant him the title of 'Sir' in 1991 but the law there required that he be a holder of British nationality so they offered to give up his Egyptian nationality and grant him British nationality but he refused to give up his nationality His nationality,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_050,Officially Mortada Mansour returns as president of Zamalek through the court,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_142,Naturalization decree in preparation: Lebanese passports for sale !,REFUTES,NOT ENOUGH INFO,REFUTES,REFUTES,(-0.9) Statement from Authority Account 'LBpresidency': ''The Information Office of the Presidency of the Republic denies a false news broadcast by the MTV station about Baabda Palace preparing a decree naturalizing 4 000 people and recalls that it had denied yesterday the false information published by the French magazine 'Liberation' about the same fabricated news '' ,(0.9) Statement from Authority Account 'LBpresidency': ''The Information Office of the Presidency of the Republic: What was published by the French newspaper 'Liberation' about the 'selling' of Lebanese passports to non-Lebanese is false and baseless news ' ,,,,(0.9) Statement from Authority Account 'LBpresidency': ''The Information Office of the Presidency of the Republic denies a false news broadcast by the MTV station about Baabda Palace preparing a decree naturalizing 4 000 people and recalls that it had denied yesterday the false information published by the French magazine 'Liberation' about the same fabricated news '' ,(0.9) Statement from Authority Account 'LBpresidency': ''The Information Office of the Presidency of the Republic: What was published by the French newspaper 'Liberation' about the 'selling' of Lebanese passports to non-Lebanese is false and baseless news ' ,,,,(0.9) Statement from Authority Account 'LBpresidency': ''The Information Office of the Presidency of the Republic denies a false news broadcast by the MTV station about Baabda Palace preparing a decree naturalizing 4 000 people and recalls that it had denied yesterday the false information published by the French magazine 'Liberation' about the same fabricated news '' ,(0.9) Statement from Authority Account 'LBpresidency': ''The Information Office of the Presidency of the Republic: What was published by the French newspaper 'Liberation' about the 'selling' of Lebanese passports to non-Lebanese is false and baseless news ' ,,,,No
AuRED_144,In the video The spread of unidentified gunmen east of the capital Baghdad,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'SecMedCell': 'The security forces of all types and formations are the ones who hold the reins in all governorates of the country and there is no truth to what some social media sites have reported about the spread of unknown gunmen in various areas As there are strict orders that stress the prohibition of carrying weapons or forming armed groups outside the framework of the state ' ,,,,,(0.9) Statement from Authority Account 'SecMedCell': 'The security forces of all types and formations are the ones who hold the reins in all governorates of the country and there is no truth to what some social media sites have reported about the spread of unknown gunmen in various areas As there are strict orders that stress the prohibition of carrying weapons or forming armed groups outside the framework of the state ' ,,,,,(0.9) Statement from Authority Account 'SecMedCell': 'The security forces of all types and formations are the ones who hold the reins in all governorates of the country and there is no truth to what some social media sites have reported about the spread of unknown gunmen in various areas As there are strict orders that stress the prohibition of carrying weapons or forming armed groups outside the framework of the state ' ,,,,,Yes
AuRED_132,*Riyad Salama to NBN raising the value of the dollar through Resolution 158 from 8 000 LBP per dollar to 15 000 LBP starting from the first of next month * *Riyad Salama to NBN we are raising the ceiling on banking withdrawals starting from the first of next month from $400 to $1 500 for individuals *,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'nbntweets': 'After circulating news that the Governor of the Bank of Lebanon Riad Salameh had announced to NBN about raising the value of the dollar and raising the ceiling on banking withdrawals the NBN channel denies the validity of this information that is being circulated citing the channel and confirms that there is no truth to it on this subject ' ,(0.9) Statement from Authority Account 'nbntweets': 'There is no truth to the information being circulated quoted by the NBN channel regarding a statement by the Governor of the Central Bank regarding banking circulars ' ,,,,(0.9) Statement from Authority Account 'nbntweets': 'After circulating news that the Governor of the Bank of Lebanon Riad Salameh had announced to NBN about raising the value of the dollar and raising the ceiling on banking withdrawals the NBN channel denies the validity of this information that is being circulated citing the channel and confirms that there is no truth to it on this subject ' ,(0.9) Statement from Authority Account 'nbntweets': 'There is no truth to the information being circulated quoted by the NBN channel regarding a statement by the Governor of the Central Bank regarding banking circulars ' ,,,,(0.9) Statement from Authority Account 'nbntweets': 'After circulating news that the Governor of the Bank of Lebanon Riad Salameh had announced to NBN about raising the value of the dollar and raising the ceiling on banking withdrawals the NBN channel denies the validity of this information that is being circulated citing the channel and confirms that there is no truth to it on this subject ' ,(0.9) Statement from Authority Account 'nbntweets': 'There is no truth to the information being circulated quoted by the NBN channel regarding a statement by the Governor of the Central Bank regarding banking circulars ' ,,,,Yes
AuRED_099,Qatar threw Iranian peas into garbage for fear of the spread of the new Corona virus,REFUTES,NOT ENOUGH INFO,REFUTES,REFUTES,(0.0) Statement from Authority Account 'albaladiya': 'The competent supervisory agencies in the municipalities carry out daily inspection campaigns on the markets to examine vegetables and fruits and the rapid disposal of materials unfit for human consumption is supervised by destroying them directly to avoid resale while making sure to sort the wooden and plastic boxes for recycling Qatar Qatar ' ,(0.0) Statement from Authority Account 'albaladiya': ' 0UUhfuavSONaDQb hamadlahdan Hello my dear brother thank you for your observation Please note that food items unfit for human consumption are destroyed after they are confiscated during inspections carried out by municipal inspectors so that they are not sold again Thank you for your communication ' ,,,,(0.8) Statement from Authority Account 'albaladiya': 'The competent supervisory agencies in the municipalities carry out daily inspection campaigns on the markets to examine vegetables and fruits and the rapid disposal of materials unfit for human consumption is supervised by destroying them directly to avoid resale while making sure to sort the wooden and plastic boxes for recycling Qatar Qatar ' ,(0.8) Statement from Authority Account 'albaladiya': ' 0UUhfuavSONaDQb hamadlahdan Hello my dear brother thank you for your observation Please note that food items unfit for human consumption are destroyed after they are confiscated during inspections carried out by municipal inspectors so that they are not sold again Thank you for your communication ' ,,,,(0.0) Statement from Authority Account 'albaladiya': 'The competent supervisory agencies in the municipalities carry out daily inspection campaigns on the markets to examine vegetables and fruits and the rapid disposal of materials unfit for human consumption is supervised by destroying them directly to avoid resale while making sure to sort the wooden and plastic boxes for recycling Qatar Qatar ' ,(0.8) Statement from Authority Account 'albaladiya': ' 0UUhfuavSONaDQb hamadlahdan Hello my dear brother thank you for your observation Please note that food items unfit for human consumption are destroyed after they are confiscated during inspections carried out by municipal inspectors so that they are not sold again Thank you for your communication ' ,,,,No
AuRED_150,What Moza did towards the Yemeni people is a resounding scandal by preventing Yemenis from entering Qatar who hold the Haya card designated for visitors to Qatar for the World Cup season However the Qatari regime closed the doors in the faces of the Yemenis and not anyone else until here and the Qatari position is clear There must be a quick reaction from the government,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'AmbRajehBadi ': ' Friends who had received a Haya card and then it was cancelled contacted me and today they informed me that the Haya card had been issued with full approval and that they could travel at any time to Qatar to attend the World Cup Congratulations to everyone and thanks for the efforts of our embassy in Qatar and to Ambassador Rajeh Badi AmbRajehBadi' ,(0.9) Statement from Authority Account 'AmbRajehBadi ': 'The concerned authorities in Qatar confirmed during our communication with them on several levels that there is no truth to what was raised about preventing Yemenis from attending the World Cup and that a defect caused the cancellation of these cards for different nationalities before the procedures returned to normal on the applicants' accounts ' ,(0.9) Statement from Authority Account 'AmbRajehBadi ': 'I thank the Qatari authorities for the response they showed following the problem that caused a number of Haya cards to be rejected by some Yemenis Since the first hours we have contacted the relevant authorities and received promises to address the problem Indeed it has begun to be resolved and we have noticed that these cards have returned to work and the rest of them will be completed in the coming days according to the responsible authorities ' ,,,(0.8) Statement from Authority Account 'AmbRajehBadi ': ' Friends who had received a Haya card and then it was cancelled contacted me and today they informed me that the Haya card had been issued with full approval and that they could travel at any time to Qatar to attend the World Cup Congratulations to everyone and thanks for the efforts of our embassy in Qatar and to Ambassador Rajeh Badi AmbRajehBadi' ,(0.9) Statement from Authority Account 'AmbRajehBadi ': 'The concerned authorities in Qatar confirmed during our communication with them on several levels that there is no truth to what was raised about preventing Yemenis from attending the World Cup and that a defect caused the cancellation of these cards for different nationalities before the procedures returned to normal on the applicants' accounts ' ,(0.8) Statement from Authority Account 'AmbRajehBadi ': 'I thank the Qatari authorities for the response they showed following the problem that caused a number of Haya cards to be rejected by some Yemenis Since the first hours we have contacted the relevant authorities and received promises to address the problem Indeed it has begun to be resolved and we have noticed that these cards have returned to work and the rest of them will be completed in the coming days according to the responsible authorities ' ,,,(0.8) Statement from Authority Account 'AmbRajehBadi ': ' Friends who had received a Haya card and then it was cancelled contacted me and today they informed me that the Haya card had been issued with full approval and that they could travel at any time to Qatar to attend the World Cup Congratulations to everyone and thanks for the efforts of our embassy in Qatar and to Ambassador Rajeh Badi AmbRajehBadi' ,(0.9) Statement from Authority Account 'AmbRajehBadi ': 'The concerned authorities in Qatar confirmed during our communication with them on several levels that there is no truth to what was raised about preventing Yemenis from attending the World Cup and that a defect caused the cancellation of these cards for different nationalities before the procedures returned to normal on the applicants' accounts ' ,(0.8) Statement from Authority Account 'AmbRajehBadi ': 'I thank the Qatari authorities for the response they showed following the problem that caused a number of Haya cards to be rejected by some Yemenis Since the first hours we have contacted the relevant authorities and received promises to address the problem Indeed it has begun to be resolved and we have noticed that these cards have returned to work and the rest of them will be completed in the coming days according to the responsible authorities ' ,,,Yes
AuRED_083,Libya - Sources of the event: News of the arrival of an American delegation to Benghazi to discuss efforts for a solution,REFUTES,SUPPORTS,REFUTES,REFUTES,(-0.9) Statement from Authority Account 'USEmbassyLibya': ' AlHadath AlHadath There is no American delegation heading to Benghazi This rumor is not true ' ,,,,,(0.9) Statement from Authority Account 'USEmbassyLibya': ' AlHadath AlHadath There is no American delegation heading to Benghazi This rumor is not true ' ,,,,,(0.9) Statement from Authority Account 'USEmbassyLibya': ' AlHadath AlHadath There is no American delegation heading to Benghazi This rumor is not true ' ,,,,,No
AuRED_134,Kuwait: An officer with the rank of first lieutenant working in the State Security Service was arrested for obtaining Kuwaiti citizenship by fraud and forgery,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'Moi kuw': 'Security Media: The General Administration of Relations and Security Media denies what was circulated on social media about the arrest of an officer in the Ministry of Interior who forged nationality and the Ministry of Interior will take legal measures against anyone who publishes or publishes false news ' ,,,,,(0.9) Statement from Authority Account 'Moi kuw': 'Security Media: The General Administration of Relations and Security Media denies what was circulated on social media about the arrest of an officer in the Ministry of Interior who forged nationality and the Ministry of Interior will take legal measures against anyone who publishes or publishes false news ' ,,,,,(0.9) Statement from Authority Account 'Moi kuw': 'Security Media: The General Administration of Relations and Security Media denies what was circulated on social media about the arrest of an officer in the Ministry of Interior who forged nationality and the Ministry of Interior will take legal measures against anyone who publishes or publishes false news ' ,,,,,Yes
AuRED_136,With a clear and clear title 'You will pay ' meaning you will pay The General Traffic Department decides to raise the value of all types of traffic violations by up to 100% retroactively Egypt Sisi,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'moiegy': ' Ministry of Interior: There is no truth to what was circulated on a number of channels affiliated with the Terrorist Brotherhood group Regarding the General Traffic Department raising the value of traffic violations in addition to that this is not within the jurisdiction of the General Traffic Department but rather a judicial matter subject to legislation and laws ' ,,,,,(0.9) Statement from Authority Account 'moiegy': ' Ministry of Interior: There is no truth to what was circulated on a number of channels affiliated with the Terrorist Brotherhood group Regarding the General Traffic Department raising the value of traffic violations in addition to that this is not within the jurisdiction of the General Traffic Department but rather a judicial matter subject to legislation and laws ' ,,,,,(0.9) Statement from Authority Account 'moiegy': ' Ministry of Interior: There is no truth to what was circulated on a number of channels affiliated with the Terrorist Brotherhood group Regarding the General Traffic Department raising the value of traffic violations in addition to that this is not within the jurisdiction of the General Traffic Department but rather a judicial matter subject to legislation and laws ' ,,,,,Yes
AuRED_154,A Dutch inspection team was prevented from entering the port of Beirut,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'LebarmyOfficial': 'This afternoon Army Commander General Joseph Aoun inspected the explosion area in the port of Beirut where he toured local and international search and rescue teams and was briefed on the operations carried out by the Dutch Russian French German Greek Cypriot Qatari Turkish and Czech units ' ,(0.9) Statement from Authority Account 'LebarmyOfficial': 'The Army Command denies the validity of the information about preventing a Dutch inspection team from entering the port to assist in rescue operations Lebanese Army LebaneseArmy ' ,,,,(0.9) Statement from Authority Account 'LebarmyOfficial': 'This afternoon Army Commander General Joseph Aoun inspected the explosion area in the port of Beirut where he toured local and international search and rescue teams and was briefed on the operations carried out by the Dutch Russian French German Greek Cypriot Qatari Turkish and Czech units ' ,(0.9) Statement from Authority Account 'LebarmyOfficial': 'The Army Command denies the validity of the information about preventing a Dutch inspection team from entering the port to assist in rescue operations Lebanese Army LebaneseArmy ' ,,,,(0.8) Statement from Authority Account 'LebarmyOfficial': 'This afternoon Army Commander General Joseph Aoun inspected the explosion area in the port of Beirut where he toured local and international search and rescue teams and was briefed on the operations carried out by the Dutch Russian French German Greek Cypriot Qatari Turkish and Czech units ' ,(0.8) Statement from Authority Account 'LebarmyOfficial': 'The Army Command denies the validity of the information about preventing a Dutch inspection team from entering the port to assist in rescue operations Lebanese Army LebaneseArmy ' ,,,,Yes
AuRED_038,News of a missile passing over Kuwaiti airspace coming from the Iraqi side,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'KuwaitArmyGHQ': 'The Chief of Staff denies what is being circulated through various media outlets and confirms that the various sectors of the army are working according to the states of readiness assigned to them to preserve the country's security and territorial integrity It calls on everyone to investigate accuracy and obtain information from its official sources represented by the Directorate of Moral Guidance and Public Relations ' ,,,,,(0.8) Statement from Authority Account 'KuwaitArmyGHQ': 'The Chief of Staff denies what is being circulated through various media outlets and confirms that the various sectors of the army are working according to the states of readiness assigned to them to preserve the country's security and territorial integrity It calls on everyone to investigate accuracy and obtain information from its official sources represented by the Directorate of Moral Guidance and Public Relations ' ,,,,,(0.8) Statement from Authority Account 'KuwaitArmyGHQ': 'The Chief of Staff denies what is being circulated through various media outlets and confirms that the various sectors of the army are working according to the states of readiness assigned to them to preserve the country's security and territorial integrity It calls on everyone to investigate accuracy and obtain information from its official sources represented by the Directorate of Moral Guidance and Public Relations ' ,,,,,Yes
AuRED_086,Al-Ittihad Raid I League Urgently the administration of the Corona vaccine has stopped urgently in the Kingdom of Saudi Arabia There is no power or strength from God Five people died after taking the vaccine n,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'spokesman moh': 'Praise be to God everyone who took the Corona vaccine is healthy and well and no unexpected symptoms appeared in everyone who received the vaccine We invite everyone to register on the Sehaty app to get the vaccine Contact SaudiMOH937 for any inquiries take information from its official sources and do not be led by rumours ' ,(0.9) Statement from Authority Account 'Saudi PHA': ' Praise be to God the second Corona (Covid-19) vaccine center has been launched in the Kingdom in Jeddah Governorate Soon God willing vaccine centers will be launched in all regions of the Kingdom I invite everyone to register on the Sihati app to get the vaccine ' ,(0.0) Statement from Authority Account 'Saudi PHA': ' Important information provided by experts at the scientific conference on the mutation of the new Coronavirus Government Communication ' ,(0.0) Statement from Authority Account 'Saudi PHA': ' Highlights of the scientific conference on mutations of the Coronavirus (Covid-19) Tuesday December 22 2020 AD ' ,(0.9) Statement from Authority Account 'Saudi PHA': 'Safety and effectiveness of the new Corona vaccine (Covid-19) ' ,(0.9) Statement from Authority Account 'spokesman moh': 'Praise be to God everyone who took the Corona vaccine is healthy and well and no unexpected symptoms appeared in everyone who received the vaccine We invite everyone to register on the Sehaty app to get the vaccine Contact SaudiMOH937 for any inquiries take information from its official sources and do not be led by rumours ' ,(0.9) Statement from Authority Account 'Saudi PHA': ' Praise be to God the second Corona (Covid-19) vaccine center has been launched in the Kingdom in Jeddah Governorate Soon God willing vaccine centers will be launched in all regions of the Kingdom I invite everyone to register on the Sihati app to get the vaccine ' ,(0.8) Statement from Authority Account 'Saudi PHA': ' Important information provided by experts at the scientific conference on the mutation of the new Coronavirus Government Communication ' ,(0.8) Statement from Authority Account 'Saudi PHA': ' Highlights of the scientific conference on mutations of the Coronavirus (Covid-19) Tuesday December 22 2020 AD ' ,(0.9) Statement from Authority Account 'Saudi PHA': 'Safety and effectiveness of the new Corona vaccine (Covid-19) ' ,(0.9) Statement from Authority Account 'spokesman moh': 'Praise be to God everyone who took the Corona vaccine is healthy and well and no unexpected symptoms appeared in everyone who received the vaccine We invite everyone to register on the Sehaty app to get the vaccine Contact SaudiMOH937 for any inquiries take information from its official sources and do not be led by rumours ' ,(0.8) Statement from Authority Account 'Saudi PHA': ' Praise be to God the second Corona (Covid-19) vaccine center has been launched in the Kingdom in Jeddah Governorate Soon God willing vaccine centers will be launched in all regions of the Kingdom I invite everyone to register on the Sihati app to get the vaccine ' ,(0.7) Statement from Authority Account 'Saudi PHA': ' Important information provided by experts at the scientific conference on the mutation of the new Coronavirus Government Communication ' ,(0.7) Statement from Authority Account 'Saudi PHA': ' Highlights of the scientific conference on mutations of the Coronavirus (Covid-19) Tuesday December 22 2020 AD ' ,(0.8) Statement from Authority Account 'Saudi PHA': 'Safety and effectiveness of the new Corona vaccine (Covid-19) ' ,Yes
AuRED_160,Hoda Al-Sarari passed away as a result of a traffic accident in Spain,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'Elsrari': 'My loved ones and my people who were busy with me: I am fine and thank you from the heart to everyone who wished me safety I was not able to respond to your messages and calls at that moment because I was in the seventh dream because we are going to sleep early I will send you all a rose in the style of our poet Ali Sedqi Abdel Qader Not good news For those who want us to die: it is still sitting on your hearts ' ,,,,,(0.9) Statement from Authority Account 'Elsrari': 'My loved ones and my people who were busy with me: I am fine and thank you from the heart to everyone who wished me safety I was not able to respond to your messages and calls at that moment because I was in the seventh dream because we are going to sleep early I will send you all a rose in the style of our poet Ali Sedqi Abdel Qader Not good news For those who want us to die: it is still sitting on your hearts ' ,,,,,(0.9) Statement from Authority Account 'Elsrari': 'My loved ones and my people who were busy with me: I am fine and thank you from the heart to everyone who wished me safety I was not able to respond to your messages and calls at that moment because I was in the seventh dream because we are going to sleep early I will send you all a rose in the style of our poet Ali Sedqi Abdel Qader Not good news For those who want us to die: it is still sitting on your hearts ' ,,,,,Yes
AuRED_064,Today the Turkish Minister of Defense visited Tripoli without coordination with the new Libyan government He was received by the Turkish ambassador and Turkish army officers and he held a meeting with Turkish leaders at the Mitiga base He did not meet any Libyan government or presidential official and he left Libya I believe This is called official occupation He must be compensated,REFUTES,REFUTES,REFUTES,REFUTES,(0.0) Statement from Authority Account 'GovernmentLY': 'The Prime Minister of the National Unity Government meets a high-level Turkish delegation ' ,(0.9) Statement from Authority Account 'MFATurkiyeAR': ' A high-ranking Turkish delegation visits Libya and Cavusoglu meets his Libyan counterpart in Tripoli ' ,(0.0) Statement from Authority Account 'MFATurkiyeAR': 'Press release about the visit to Libya ' ,(0.0) Statement from Authority Account 'TrablusBe': ' Press release about the visit to Libya ' ,(0.9) Statement from Authority Account 'NajWheba': '1 3 Chairman of the Presidential Council Dr Muhammad Al-Manfi LPCLYM met today with a high-level Turkish delegation headed by the Turkish Foreign Minister MevlutCavusoglu who conveyed the greetings of the President of the Turkish Republic Mr Recep Tayyip Erdogan to the President of the Presidential Council stressing his country's support for the stability and unity of Libya ' ,(0.8) Statement from Authority Account 'GovernmentLY': 'The Prime Minister of the National Unity Government meets a high-level Turkish delegation ' ,(0.8) Statement from Authority Account 'MFATurkiyeAR': ' A high-ranking Turkish delegation visits Libya and Cavusoglu meets his Libyan counterpart in Tripoli ' ,(0.0) Statement from Authority Account 'MFATurkiyeAR': 'Press release about the visit to Libya ' ,(0.0) Statement from Authority Account 'TrablusBe': ' Press release about the visit to Libya ' ,(0.8) Statement from Authority Account 'NajWheba': '1 3 Chairman of the Presidential Council Dr Muhammad Al-Manfi LPCLYM met today with a high-level Turkish delegation headed by the Turkish Foreign Minister MevlutCavusoglu who conveyed the greetings of the President of the Turkish Republic Mr Recep Tayyip Erdogan to the President of the Presidential Council stressing his country's support for the stability and unity of Libya ' ,(0.8) Statement from Authority Account 'GovernmentLY': 'The Prime Minister of the National Unity Government meets a high-level Turkish delegation ' ,(0.8) Statement from Authority Account 'MFATurkiyeAR': ' A high-ranking Turkish delegation visits Libya and Cavusoglu meets his Libyan counterpart in Tripoli ' ,(0.6) Statement from Authority Account 'MFATurkiyeAR': 'Press release about the visit to Libya ' ,(0.0) Statement from Authority Account 'TrablusBe': ' Press release about the visit to Libya ' ,(0.8) Statement from Authority Account 'NajWheba': '1 3 Chairman of the Presidential Council Dr Muhammad Al-Manfi LPCLYM met today with a high-level Turkish delegation headed by the Turkish Foreign Minister MevlutCavusoglu who conveyed the greetings of the President of the Turkish Republic Mr Recep Tayyip Erdogan to the President of the Presidential Council stressing his country's support for the stability and unity of Libya ' ,Yes
